﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
2232,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,16,48,臺中市,北屯區,0,2,0,7,2,6,50,3,2,1,5,4,6,6,1,1,1,2,5,2,13,3,10,1,1,C03,7,9,1,10,2,11,,84,84,1,6,4,120.696608,24.201555,2
2233,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,16,50,臺中市,北區,0,2,0,7,2,6,50,4,9,1,5,4,6,6,1,1,1,4,5,2,17,2,9,5,4,C03,7,15,1,10,2,12,,40,40,1,13,4,120.684782,24.159876,2
2234,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,16,58,臺中市,南屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,3,1,4,3,4,2,16,3,10,1,4,C03,7,5,1,10,2,13,,84,84,1,13,4,120.635386,24.150258,2
2235,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,7,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,50,50,1,13,4,120.674575,24.128968,3
2236,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,9,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,B03,,,1,,2,,,21,21,1,13,4,120.665287,24.150867,3
2237,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,12,臺中市,大雅區,0,1,0,7,2,6,60,4,1,1,5,4,6,6,1,1,3,5,5,1,17,2,9,2,1,C03,7,1,1,10,2,12,,51,51,1,13,4,120.648779,24.217821,2
2238,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,12,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.56807,24.228622,3
2239,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,14,臺中市,梧棲區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.53713,24.251232,3
2240,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,19,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,51,51,1,13,4,120.654468,24.115638,3
2241,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,20,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.641255,24.155986,3
2242,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,20,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,11,,,,,B03,,,1,,1,,,8,8,2,13,4,120.694611,24.123845,3
2243,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,22,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,25,,,,,B03,,,1,,2,,,59,59,1,12,4,120.72298,24.264072,3
2244,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,25,臺中市,梧棲區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.526274,24.222359,3
2245,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,26,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,84,84,1,12,4,120.69976,24.205609,3
2246,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,34,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.6549,24.115786,3
2247,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,34,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,6,4,120.674485,24.130838,3
2248,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,42,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,8,8,1,12,4,120.615326,24.183938,3
2249,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,46,臺中市,北區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,5,4,C03,7,6,1,10,2,11,,11,11,1,12,4,120.672088,24.166873,2
2250,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,48,臺中市,北區,0,0,0,7,3,6,50,18,24,1,5,4,6,6,2,1,5,4,5,2,35,,,,,B03,,,1,,2,,,7,7,1,13,4,120.686412,24.147282,3
2251,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,48,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,12,4,120.705176,24.131996,3
2252,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,51,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,34,34,1,12,4,120.696362,24.181272,3
2253,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,17,54,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.699245,24.089359,3
2254,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,1,臺中市,北屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,12,2,9,1,1,C03,7,4,1,10,2,11,,85,85,1,12,4,120.68829,24.176565,2
2255,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,6,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.65023,24.163737,3
2256,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,7,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.714697,24.164036,3
2257,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,13,臺中市,潭子區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,2,1,5,5,4,2,16,2,9,2,1,C03,7,6,3,19,11,14,,84,84,1,13,4,120.691251,24.216086,2
2258,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,14,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,5,,9,,,7,7,1,12,4,120.700116,24.140067,3
2259,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,14,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,13,4,120.70678,24.243538,3
2260,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,18,臺中市,太平區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,9,2,9,5,4,C03,7,9,1,10,2,11,,84,84,1,6,4,120.734235,24.148369,2
2261,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,30,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,B03,,,1,,9,,,84,84,1,13,4,120.640866,24.242505,3
2262,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,34,臺中市,神岡區,0,0,0,7,,,40,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.655809,24.250151,4
2263,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,37,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,87,87,1,12,4,120.660207,24.158132,3
2264,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,41,臺中市,神岡區,0,1,0,7,1,6,1,3,2,1,5,4,6,6,4,4,10,5,5,1,28,,,,,,,,,,,,,118,118,1,,,120.684674,24.233376,2
2265,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,42,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,7,7,1,12,4,120.712218,24.182384,3
2266,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,46,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,59,59,1,13,4,120.618199,24.177065,3
2267,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,49,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,85,85,1,12,4,120.666615,24.115527,4
2268,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,50,臺中市,沙鹿區,0,0,0,7,1,6,50,13,14,1,5,4,6,6,4,4,8,3,5,1,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.575848,24.225919,3
2269,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,52,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.660617,24.188791,3
2270,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,52,臺中市,神岡區,0,1,0,7,2,6,30,4,2,1,5,4,6,6,3,1,10,5,5,2,16,4,11,5,4,C03,7,6,1,10,2,12,,24,24,1,12,4,120.653009,24.280704,2
2271,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,18,53,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,11,,,,,F06,,,7,,1,,,85,85,1,1,4,120.637852,24.103234,3
2272,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,3,臺中市,大甲區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,5,5,5,1,15,2,9,2,1,C03,7,9,3,19,2,12,14,15,15,1,6,4,120.625848,24.34702,2
2273,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,4,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,3,1,5,5,5,2,3,3,10,3,1,B03,7,9,1,8,2,8,,10,10,1,6,4,120.666805,24.115799,2
2274,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,8,臺中市,神岡區,0,1,0,7,1,6,60,3,1,1,5,4,6,6,1,1,1,4,5,1,12,3,10,5,4,B03,7,7,1,8,2,5,,35,35,1,12,4,120.685116,24.246563,2
2275,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,9,臺中市,北屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,2,1,C03,7,6,1,10,2,14,,48,48,1,6,4,120.67965,24.172812,2
2276,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,10,臺中市,南屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,7,1,1,C03,7,9,1,10,2,14,,12,12,1,6,2,120.615004,24.151544,2
2277,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,18,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,6,4,120.71833,24.126012,3
2278,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,18,臺中市,新社區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,84,84,1,13,4,120.790309,24.206632,3
2279,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,24,臺中市,大雅區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,1,5,5,1,2,3,10,3,1,B03,7,9,1,8,2,5,,84,84,1,13,4,120.639565,24.232986,2
2280,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,25,臺中市,南區,0,3,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,5,4,2,17,2,9,1,1,C03,7,6,1,10,2,14,,48,48,1,12,4,120.678537,24.128182,2
2281,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,29,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,84,84,1,12,4,120.663606,24.154951,3
2282,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,34,臺中市,東區,0,1,0,7,3,6,50,4,9,1,5,4,6,6,4,4,5,5,5,2,17,2,9,5,4,C03,7,1,1,10,2,11,,51,51,1,6,4,120.705482,24.132204,2
2283,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,39,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,A04,,,1,,9,,,59,59,1,12,4,120.645134,24.179193,3
2284,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,43,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,14,14,1,6,4,120.731122,24.140265,4
2285,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,48,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,16,2,8,2,1,C03,7,6,1,10,2,14,,25,25,1,12,4,120.665781,24.182774,2
2286,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,52,臺中市,沙鹿區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,11,11,1,13,4,120.558698,24.229468,3
2287,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,19,59,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,30,,,,,B03,,,1,,1,,,87,87,1,6,4,120.73601,24.161054,3
2288,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,3,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,56,56,1,12,4,120.580376,24.210286,3
2289,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,4,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,84,84,1,12,4,120.710304,24.144497,3
2290,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,5,臺中市,神岡區,0,1,0,7,1,6,50,3,2,1,5,4,6,6,4,4,1,5,5,2,13,2,9,5,4,C03,7,7,1,10,2,11,,7,7,1,12,4,120.707628,24.258011,2
2291,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,8,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,56,56,1,12,4,120.694058,24.164538,3
2292,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,8,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,50,50,1,6,4,120.546071,24.192065,3
2293,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,14,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,50,50,1,6,4,120.658002,24.117431,3
2294,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,25,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,9,,,49,49,1,12,4,120.717591,24.11188,3
2295,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,30,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,17,3,10,3,1,B02,7,5,1,8,2,2,,47,47,1,12,4,120.653832,24.122322,2
2296,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,37,臺中市,西區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,84,84,1,12,4,120.656881,24.151013,3
2297,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,37,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,6,4,120.670047,24.126452,3
2298,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,38,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,51,51,1,12,4,120.641018,24.167806,3
2299,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,40,臺中市,龍井區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,6,4,120.581089,24.189792,2
2300,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,50,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B01,,,1,,2,,,50,50,1,12,4,120.564598,24.244606,3
2301,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,20,55,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,10,2,,,50,50,1,13,4,120.669181,24.144399,3
2302,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,21,3,臺中市,神岡區,0,1,0,7,1,6,50,7,9,1,5,4,6,6,4,4,5,4,4,1,13,4,11,2,4,C03,7,9,1,10,2,11,,7,7,1,12,4,120.692302,24.25424,2
2303,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,21,11,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B02,,,1,,2,,,49,49,1,12,4,120.703247,24.147683,3
2304,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,21,21,臺中市,北區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,8,5,4,C03,7,9,1,10,2,11,,8,8,1,13,4,120.684888,24.164013,2
2305,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,21,25,臺中市,西區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,6,4,120.661532,24.143346,2
2306,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,21,35,臺中市,沙鹿區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,9,5,8,1,8,,21,21,1,12,4,120.570676,24.216539,2
2307,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,21,36,臺中市,北區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,3,10,5,4,C03,7,5,1,10,2,12,,47,47,1,13,4,120.684904,24.160294,2
2308,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,21,50,臺中市,大雅區,0,1,0,7,1,6,30,3,2,1,5,4,6,6,3,1,5,5,4,1,17,3,10,3,1,B03,7,6,1,8,2,1,,48,48,1,13,4,120.630002,24.209705,2
2309,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,2,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B01,,,1,,1,,,59,59,1,13,4,120.632041,24.170375,3
2310,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,5,臺中市,西屯區,0,2,0,7,1,6,40,4,1,1,5,4,6,6,1,1,1,4,1,1,13,2,9,5,4,C03,7,9,1,10,2,11,,59,59,1,13,4,120.646454,24.164454,2
2311,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,5,臺中市,烏日區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,4,4,2,16,3,10,3,1,B03,7,11,1,8,2,3,,11,11,1,6,4,120.634098,24.108003,2
2312,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,10,臺中市,北區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,3,,1,,,7,7,1,12,4,120.674215,24.164633,3
2313,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,21,臺中市,北區,0,2,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,5,4,C03,7,6,1,10,2,11,,11,11,1,12,4,120.673889,24.17383,2
2314,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,29,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,35,35,1,6,4,120.690026,24.092818,3
2315,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,33,臺中市,西屯區,0,2,0,7,1,6,50,11,9,1,5,4,6,6,4,4,10,5,5,1,18,2,9,2,1,C03,7,5,3,19,2,12,,59,59,1,12,4,120.651699,24.198845,2
2316,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,22,38,臺中市,北區,0,2,0,6,1,6,50,3,1,1,5,4,6,6,3,1,10,5,4,2,17,3,10,1,1,C03,7,10,1,10,9,13,,42,42,1,13,4,120.68367,24.159075,2
2317,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,23,13,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,56,56,1,6,4,120.631801,24.343766,3
2318,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,23,30,臺中市,霧峰區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,1,,,120.713661,24.075274,3
2319,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,23,37,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,109,109,1,,,120.560374,24.240696,4
2320,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,23,44,臺中市,大里區,0,1,0,7,1,6,60,3,2,1,5,4,6,6,4,4,3,4,4,1,16,3,10,5,4,B03,7,5,1,8,2,4,,20,20,1,13,4,120.663542,24.10796,2
2321,66000,387130000C,(04)23274275,(04)23288582,2025,10,6,23,59,臺中市,霧峰區,0,1,0,7,3,6,40,4,1,1,5,4,6,6,1,2,1,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,21,21,1,12,4,120.662522,24.072078,2
2322,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,0,4,臺中市,北屯區,0,1,0,7,1,6,40,5,8,1,5,4,6,6,2,1,1,3,1,2,13,2,9,2,1,C03,7,9,1,10,2,11,14,7,7,1,13,4,120.722879,24.162037,2
2323,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,0,15,臺中市,豐原區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,17,3,10,2,1,C03,7,1,1,10,2,15,,84,84,1,13,4,120.743101,24.274398,2
2324,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,0,50,臺中市,豐原區,0,1,0,7,1,6,60,4,1,1,5,4,6,6,1,1,10,5,5,2,18,3,10,2,1,C03,7,5,1,10,2,12,,84,84,1,13,4,120.733661,24.246616,2
2325,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,0,52,臺中市,豐原區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,13,4,120.727866,24.232756,2
2326,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,1,3,臺中市,后里區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,1,5,5,1,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,12,4,120.672815,24.307433,2
2327,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,1,16,臺中市,北區,0,4,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,5,4,B03,7,9,1,8,6,1,,12,12,1,12,4,120.668245,24.172822,2
2328,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,1,20,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,45,45,1,12,4,120.60079,24.249871,4
2329,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,1,33,臺中市,中區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,12,3,10,1,1,C03,7,9,1,10,2,14,,84,84,1,6,4,120.677239,24.140214,2
2330,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,1,40,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.580758,24.201702,4
2331,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,3,9,臺中市,太平區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,59,59,1,12,4,120.716461,24.150069,3
2332,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,4,11,臺中市,大里區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,3,1,9,4,4,2,15,2,9,5,4,C03,7,9,1,10,2,14,,24,24,1,13,4,120.674166,24.116395,2
2333,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,4,30,臺中市,大里區,0,0,0,7,,,60,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,20,20,1,13,4,120.689173,24.100939,3
2334,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,4,50,臺中市,西屯區,0,1,0,7,1,6,50,11,9,1,5,4,6,6,4,4,1,4,5,2,30,2,9,2,1,C02,7,9,1,9,2,11,,59,59,1,12,4,120.654586,24.184554,2
2335,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,5,35,臺中市,石岡區,0,1,0,7,2,6,50,3,8,1,5,4,6,6,1,1,8,4,4,1,18,2,9,1,1,C03,7,9,1,10,2,14,,43,43,1,12,4,120.790123,24.273371,2
2336,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,6,1,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,9,,,51,51,1,13,4,120.625317,24.342959,3
2337,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,6,8,臺中市,北區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,12,12,1,13,4,120.675424,24.151586,2
2338,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,6,27,臺中市,龍井區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,6,4,120.583294,24.186912,2
2339,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,6,47,臺中市,梧棲區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,6,4,120.535951,24.245174,2
2340,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,6,56,臺中市,北屯區,0,1,0,7,2,6,50,4,4,1,5,4,6,6,1,1,4,3,4,2,16,3,10,3,1,B03,7,1,1,8,2,5,,51,51,1,13,4,120.690494,24.192772,2
2341,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,7,0,臺中市,北屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,12,3,10,2,1,C03,7,9,1,10,2,12,,84,84,1,6,4,120.711458,24.182418,2
2342,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,7,1,臺中市,神岡區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,17,3,10,3,1,B03,7,4,1,8,2,2,,34,34,1,10,4,120.641066,24.249731,2
2343,66000,387130000C,(04)23274275,(04)23288582,2025,10,7,7,6,臺中市,北屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,11,11,1,6,4,120.72147,24.162428,2
