﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
3808,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,44,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,6,4,120.641998,24.109181,3
3809,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,45,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,34,34,1,6,4,120.679112,24.079181,3
3810,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,48,臺中市,豐原區,0,1,0,7,3,6,50,4,4,1,5,4,6,6,1,1,1,4,4,2,13,3,10,1,4,F03,7,9,7,21,2,11,,59,59,1,12,4,120.727132,24.259369,2
3811,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,49,臺中市,南屯區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,3,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,85,85,1,6,4,120.620101,24.136508,2
3812,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,50,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.659949,24.170203,3
3813,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,50,臺中市,龍井區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,6,4,120.584512,24.183265,2
3814,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,51,臺中市,西屯區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,4,5,1,16,2,9,1,1,C03,7,6,1,10,2,12,,13,13,1,12,4,120.662418,24.16481,2
3815,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,52,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.633618,24.192933,3
3816,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,53,臺中市,大里區,0,0,0,7,2,6,40,4,1,1,5,4,6,6,1,1,5,5,4,2,16,,,,,C03,,,1,,2,,,48,48,1,13,4,120.677511,24.104786,3
3817,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,55,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,84,84,1,12,4,120.703136,24.169998,3
3818,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,59,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,F01,,,7,,2,,,7,7,1,4,4,120.694646,24.166168,3
3819,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,7,59,臺中市,神岡區,0,2,0,7,1,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,4,C03,7,6,1,10,2,14,,84,84,1,12,4,120.684284,24.243511,2
3820,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,0,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,59,59,1,13,4,120.612484,24.137456,3
3821,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,1,臺中市,西區,0,1,0,1,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,2,1,C03,7,6,1,10,2,14,,12,12,1,6,4,120.655164,24.139026,2
3822,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,2,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,40,40,1,12,4,120.67479,24.102689,3
3823,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,2,臺中市,石岡區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,12,3,10,5,4,B03,7,3,1,8,2,6,,50,50,1,13,4,120.77319,24.272976,3
3824,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,3,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,F01,,,,,,,,84,84,1,,4,120.676845,24.155729,3
3825,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,3,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,13,4,120.565403,24.249849,3
3826,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,5,臺中市,梧棲區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,1,,15,15,1,6,4,120.548461,24.260582,2
3827,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,7,臺中市,烏日區,0,0,0,7,2,6,60,4,1,1,5,4,6,6,1,1,1,4,4,1,13,3,10,3,1,B03,7,9,1,7,2,8,,7,7,1,6,4,120.615885,24.105888,3
3828,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,8,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,85,85,1,12,4,120.624259,24.140499,3
3829,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,8,臺中市,烏日區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,14,20,20,1,6,4,120.639533,24.108863,2
3830,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,10,臺中市,南屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,4,2,17,3,10,3,1,B03,7,1,1,8,2,5,,51,51,1,12,4,120.615143,24.148474,2
3831,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,10,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,13,4,120.749913,24.269215,3
3832,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,11,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.721839,24.180916,3
3833,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,12,臺中市,南區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B01,7,15,1,4,2,1,,42,42,1,12,4,120.670167,24.12198,2
3834,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,12,臺中市,南區,0,1,0,7,2,6,60,13,9,1,5,4,6,6,4,4,1,4,5,2,17,3,10,3,1,B03,7,1,1,8,2,7,,51,51,1,6,4,120.646271,24.110391,2
3835,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,15,臺中市,沙鹿區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B03,7,5,5,19,2,2,,47,47,1,12,4,120.568054,24.253934,2
3836,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,17,臺中市,南屯區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,14,,6,6,1,6,4,120.60016,24.142757,2
3837,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,18,臺中市,太平區,0,1,0,7,2,6,40,4,1,1,5,4,6,1,1,1,10,5,5,2,12,3,10,2,1,C03,7,9,1,10,2,14,,8,8,1,12,4,120.71613,24.133473,2
3838,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,19,臺中市,烏日區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,4,4,2,16,2,9,1,1,C03,7,6,1,10,2,12,,11,11,1,6,4,120.625907,24.106109,2
3839,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,21,臺中市,大里區,0,2,0,6,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,6,1,10,2,12,,11,11,1,13,4,120.702731,24.088258,2
3840,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,21,臺中市,大里區,0,1,0,7,2,6,30,13,7,1,5,4,6,6,4,4,5,5,4,1,16,3,10,3,1,B13,7,1,1,8,2,8,,51,51,1,12,4,120.673014,24.097601,2
3841,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,22,臺中市,西屯區,0,1,0,7,2,6,50,4,9,1,5,4,6,6,4,4,5,5,5,2,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.61935,24.177522,2
3842,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,23,臺中市,潭子區,0,1,0,7,3,6,60,3,1,1,5,4,6,6,1,1,1,4,4,1,17,3,10,3,1,B03,7,6,5,19,2,6,,11,11,1,13,4,120.702511,24.187087,2
3843,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,24,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.696583,24.165091,3
3844,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,25,臺中市,北區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,2,8,5,4,B03,7,9,1,8,3,5,,7,7,1,12,4,120.679492,24.163261,2
3845,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,26,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,3,,1,,,59,59,1,13,4,120.636487,24.145044,3
3846,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,27,臺中市,太平區,0,0,0,7,2,6,40,3,2,1,5,4,6,6,4,4,5,5,4,2,13,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.734939,24.12556,3
3847,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,30,臺中市,烏日區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,6,4,120.641611,24.115441,2
3848,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,31,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,12,2,9,1,1,C03,7,8,1,10,2,13,,40,40,1,12,4,120.623819,24.173365,2
3849,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,33,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A04,,,1,,1,,,84,84,1,6,4,120.684901,24.201331,3
3850,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,34,臺中市,中區,0,1,0,7,2,6,40,13,8,1,5,4,1,6,4,4,5,5,4,2,29,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.675565,24.144207,2
3851,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,34,臺中市,北區,1,0,0,7,2,6,50,4,19,1,5,4,6,6,2,1,10,5,5,2,3,3,10,3,1,B03,7,1,1,8,2,1,,10,10,1,6,4,120.672117,24.166896,1
3852,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,35,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,A31,,,1,,2,,,84,84,1,6,4,120.53611,24.252368,3
3853,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,40,臺中市,西屯區,0,2,0,7,2,6,30,13,9,1,5,4,6,3,4,4,10,5,5,2,11,2,8,2,1,C03,7,9,1,10,2,14,,59,59,1,12,4,120.638582,24.177736,2
3854,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,42,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,13,4,120.664572,24.201413,3
3855,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,42,臺中市,大里區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,3,1,10,5,5,2,16,3,10,1,1,C03,7,6,1,10,2,11,,24,24,1,13,4,120.674737,24.096835,2
3856,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,43,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,A41,,,1,,1,,,8,8,1,12,4,120.650296,24.210078,3
3857,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,44,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,16,2,9,1,1,C03,7,6,3,19,2,12,,84,84,1,12,4,120.689739,24.112426,2
3858,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,46,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.725361,24.176064,2
3859,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,49,臺中市,北區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,1,1,5,4,4,2,13,2,9,1,1,C03,7,9,1,9,2,11,,7,7,1,11,4,120.664161,24.162056,2
3860,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,50,臺中市,中區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,18,2,7,6,1,F01,7,9,7,21,2,12,,43,43,1,5,4,120.677239,24.140214,2
3861,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,50,臺中市,大里區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,17,,,,,B03,,,1,,2,,,50,50,1,13,4,120.691235,24.107663,3
3862,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,54,臺中市,南屯區,0,1,0,7,3,6,50,4,9,1,5,4,6,6,2,1,5,5,5,2,13,3,10,5,4,B03,7,9,1,8,2,5,,59,59,1,6,4,120.635428,24.155751,2
3863,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,54,臺中市,大里區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,4,4,2,18,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,6,4,120.688875,24.080416,2
3864,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,55,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,7,7,1,12,4,120.662726,24.15577,3
3865,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,56,臺中市,潭子區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.686759,24.208672,3
3866,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,8,58,臺中市,大里區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,1,17,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.691874,24.101329,2
3867,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,0,臺中市,大里區,0,2,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,11,2,9,2,1,C03,7,11,1,10,2,14,,45,45,1,13,4,120.6656,24.104778,2
3868,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,1,臺中市,太平區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,6,4,120.721096,24.133899,2
3869,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,3,臺中市,北區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,1,1,3,2,3,2,12,2,9,5,4,C03,7,7,1,10,2,12,,84,84,1,13,4,120.67836,24.151488,2
3870,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,7,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,8,8,1,13,4,120.69343,24.224408,3
3871,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,10,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.675056,24.1294,3
3872,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,10,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.718948,24.243416,2
3873,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,15,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,14,14,1,12,4,120.648421,24.226296,3
3874,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,16,臺中市,北區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,1,1,5,4,4,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.673805,24.165014,2
3875,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,18,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,13,4,120.679037,24.160867,3
3876,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,18,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,6,4,120.632358,24.345729,3
3877,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,20,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,13,4,120.718215,24.150063,2
3878,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,25,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B02,,,1,,2,,,49,49,1,12,4,120.646391,24.18253,3
3879,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,27,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,84,84,1,12,4,120.669412,24.172422,3
3880,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,27,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.696191,24.16473,3
3881,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,29,臺中市,西屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,5,4,4,2,13,3,10,3,1,B03,7,11,1,8,2,3,,32,32,1,13,4,120.662354,24.176187,2
3882,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,37,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,,,,,,,,,86,86,1,,,120.669962,24.123905,3
3883,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,41,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.698392,24.170491,3
3884,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,44,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,84,84,1,6,4,120.637856,24.135277,3
3885,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,45,臺中市,南屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.620854,24.13999,2
3886,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,48,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.643643,24.165818,3
3887,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,49,臺中市,西區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,1,1,5,4,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,47,47,1,12,4,120.67988,24.137919,2
3888,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,50,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,8,,84,84,1,12,4,120.66512,24.130527,2
3889,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,51,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,13,13,1,6,4,120.670488,24.151252,4
3890,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,52,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,8,,11,11,1,6,4,120.65458,24.14012,2
3891,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,52,臺中市,烏日區,0,0,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,1,11,3,10,3,1,B03,7,5,1,8,2,8,,11,11,1,6,4,120.637221,24.078444,3
3892,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,55,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,56,56,1,6,4,120.669995,24.124671,3
3893,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,9,58,臺中市,潭子區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,40,40,1,13,4,120.710438,24.200456,3
3894,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,5,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,1,4,5,2,18,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.686277,24.146039,2
3895,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,6,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,24,,,,,B02,,,1,,2,,,84,84,1,12,4,120.704992,24.117586,3
3896,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,7,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,8,8,1,13,4,120.728624,24.215899,3
3897,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,7,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B13,7,5,1,8,2,5,,47,47,1,6,4,120.664651,24.182654,2
3898,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,11,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,8,8,1,13,4,120.684399,24.151115,3
3899,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,15,臺中市,北區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,3,3,4,2,16,3,10,5,4,B03,7,5,1,8,2,2,,11,11,1,13,4,120.685093,24.157602,2
3900,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,17,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,6,4,120.567302,24.229419,3
3901,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,19,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,17,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.699423,24.089019,2
3902,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,21,臺中市,西區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,12,,84,84,1,12,4,120.675922,24.141126,2
3903,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,21,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,12,4,120.691441,24.157788,3
3904,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,23,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,9,,,39,39,2,12,4,120.69838,24.127222,3
3905,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,25,臺中市,東區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,15,3,10,3,1,B03,7,9,1,4,2,8,,21,21,1,12,4,120.697147,24.138874,2
3906,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,27,臺中市,潭子區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,1,13,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,13,4,120.714819,24.200062,2
3907,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,28,臺中市,霧峰區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,16,,84,84,1,5,4,120.707635,24.076537,2
3908,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,31,臺中市,東區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,8,1,1,C04,7,6,1,11,2,13,,48,48,1,12,4,120.688551,24.129621,2
3909,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,35,臺中市,太平區,0,0,0,7,2,3,80,13,9,1,5,4,6,6,4,4,2,3,5,1,17,3,10,3,1,B03,7,8,1,8,2,8,,40,40,1,6,4,120.710725,24.141557,3
3910,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,40,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.703252,24.142704,3
3911,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,42,臺中市,神岡區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,21,2,9,5,4,C03,7,15,1,10,2,11,,59,59,1,13,4,120.686524,24.267735,2
3912,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,44,臺中市,北區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,3,10,3,1,B01,7,7,1,4,1,5,,7,7,1,12,4,120.677738,24.163238,3
3913,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,45,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,13,4,120.681625,24.163302,3
3914,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,48,臺中市,外埔區,0,0,0,7,,,40,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,8,8,1,12,4,120.665166,24.334308,3
3915,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,49,臺中市,潭子區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,13,4,120.7007,24.210606,3
3916,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,51,臺中市,霧峰區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,14,,24,24,1,6,4,120.700082,24.067368,2
3917,66000,387130000C,(04)23274275,(04)23288582,2025,01,10,10,51,臺中市,清水區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,11,3,10,3,1,B02,7,9,1,8,2,4,,41,41,1,12,4,120.580373,24.271563,2
