﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
372,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,31,臺中市,豐原區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,82,82,1,13,4,120.724853,24.255308,3
373,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,32,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,4,3,4,2,16,3,10,3,1,B03,7,6,1,8,2,8,,11,11,1,13,4,120.670779,24.178713,2
374,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,32,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,13,4,120.697556,24.064871,3
375,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,40,臺中市,大甲區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,2,1,8,2,7,,49,49,1,6,4,120.624238,24.361077,2
376,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,41,臺中市,東區,0,2,0,6,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,1,1,,87,87,1,12,4,120.700116,24.140067,2
377,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,41,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,40,40,1,6,4,120.568647,24.237709,4
378,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,43,臺中市,北屯區,0,1,0,6,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,11,11,1,12,4,120.665379,24.191235,2
379,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,44,臺中市,東區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,5,4,B03,7,6,1,8,2,8,,11,11,1,12,4,120.696201,24.14275,2
380,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,45,臺中市,大里區,0,1,0,7,1,6,50,3,2,1,5,4,6,6,4,4,5,4,5,1,16,3,10,3,1,B03,7,11,1,8,2,7,,45,45,1,13,4,120.674525,24.099581,2
381,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,45,臺中市,東勢區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,83,83,1,12,4,120.830813,24.261794,3
382,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,47,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,14,14,1,12,4,120.714316,24.202697,3
383,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,53,臺中市,后里區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,13,4,120.731194,24.301032,3
384,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,57,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,12,4,120.741726,24.160821,3
385,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,57,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,84,84,1,12,4,120.607257,24.188271,3
386,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,18,58,臺中市,西屯區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,18,2,9,5,4,C03,7,9,1,10,2,12,,84,84,1,12,4,120.646739,24.175398,2
387,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,0,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,82,82,1,6,4,120.56223,24.208714,3
388,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,4,臺中市,霧峰區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,16,2,8,1,1,C03,7,9,1,10,2,11,,26,26,1,13,4,120.700411,24.065473,2
389,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,10,臺中市,北區,0,3,0,7,3,6,50,4,1,1,5,4,6,6,1,1,3,2,5,2,12,2,8,5,4,C04,7,6,1,10,2,12,,48,48,1,13,4,120.679298,24.165404,2
390,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,16,臺中市,北屯區,0,2,0,7,1,6,60,4,4,1,5,4,6,6,2,1,4,3,4,2,13,2,8,2,1,C03,7,9,1,10,2,11,12,7,7,1,13,4,120.7024,24.164947,2
391,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,17,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.647019,24.225507,3
392,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,19,臺中市,東區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,1,1,10,2,14,,20,20,1,12,4,120.685899,24.135762,2
393,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,23,臺中市,清水區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,25,25,1,12,4,120.564446,24.296968,3
394,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,29,臺中市,北區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,1,1,C03,7,5,1,10,2,12,,20,20,1,12,4,120.680708,24.158953,2
395,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,29,臺中市,北屯區,0,1,0,6,2,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,17,2,7,3,1,B03,7,9,1,8,1,5,,8,8,1,12,4,120.680473,24.178073,2
396,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,33,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.641788,24.157217,3
397,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,35,臺中市,北屯區,0,1,0,7,1,3,80,13,7,1,5,4,6,6,4,4,2,3,5,1,13,3,10,3,1,A12,7,9,1,3,2,1,,7,7,1,12,4,120.694144,24.201018,2
398,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,36,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,9,,,49,49,2,12,4,120.715738,24.165139,3
399,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,38,臺中市,北區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,3,10,5,4,B03,7,9,1,8,2,2,,24,24,1,12,4,120.697336,24.158387,2
400,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,42,臺中市,南屯區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,11,,14,14,1,12,4,120.648263,24.155605,2
401,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,44,臺中市,北屯區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,14,59,59,1,13,4,120.700698,24.169965,2
402,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,45,臺中市,南區,0,1,0,6,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,1,14,,85,85,1,12,4,120.681106,24.124915,2
403,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,46,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,6,4,120.636845,24.144517,3
404,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,48,臺中市,太平區,0,1,0,7,1,6,50,11,9,1,5,4,6,6,4,4,9,4,5,1,27,2,9,1,1,F03,7,9,7,21,8,12,,53,53,1,12,4,120.724644,24.148857,2
405,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,56,臺中市,北屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,12,,36,36,1,12,4,120.705646,24.164669,2
406,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,19,59,臺中市,潭子區,0,1,0,6,3,6,60,3,2,1,5,3,6,6,4,4,1,4,4,1,18,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,13,4,120.688818,24.219736,2
407,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,0,臺中市,北屯區,0,2,0,7,2,6,50,13,9,1,4,4,6,6,4,4,10,5,5,2,3,2,9,5,4,C03,7,9,1,10,2,11,,84,84,1,12,4,120.70358,24.175163,2
408,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,6,臺中市,北屯區,0,1,0,6,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,16,3,10,3,1,B03,7,11,1,8,2,4,,45,45,1,12,4,120.709853,24.171674,2
409,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,9,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,51,51,1,13,4,120.641484,24.182421,3
410,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,19,臺中市,東區,0,1,0,6,1,6,50,4,1,1,5,4,6,5,1,1,5,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,16,,6,6,1,6,4,120.701499,24.140217,2
411,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,22,臺中市,南區,0,0,0,7,,,30,,,,,,,,,,,,,,15,,,,,B12,,,1,,2,,,84,84,1,12,4,120.682554,24.124936,3
412,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,25,臺中市,太平區,0,0,0,7,1,6,50,3,1,1,5,4,6,6,2,1,5,5,4,2,1,3,10,3,1,B03,7,6,1,8,9,1,,10,10,1,6,4,120.706675,24.159352,3
413,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,26,臺中市,梧棲區,0,1,0,7,1,6,30,4,9,1,5,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,16,,87,87,1,6,4,120.555401,24.247794,2
414,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,20,40,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,8,1,13,4,120.721409,24.270706,3
415,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,8,臺中市,西區,0,0,0,6,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,12,4,120.656694,24.155377,3
416,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,14,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,,,,,,,,,119,119,1,,,120.638662,24.185333,3
417,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,17,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,4,3,5,2,13,3,10,3,1,B03,7,9,1,8,2,5,,7,7,1,13,4,120.699599,24.1648,2
418,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,19,臺中市,西區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,12,4,120.663852,24.14006,3
419,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,19,臺中市,東區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,16,3,10,3,1,B03,7,9,1,8,2,1,,84,84,1,12,4,120.700999,24.135767,2
420,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,27,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.596523,24.188441,4
421,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,30,臺中市,南屯區,0,1,0,6,1,6,50,13,9,1,5,4,6,6,4,4,5,4,4,2,17,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.6138,24.149286,2
422,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,38,臺中市,南屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,9,2,5,2,17,2,8,2,1,C03,7,9,1,10,2,11,,84,84,1,13,4,120.646541,24.132061,2
423,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,40,臺中市,太平區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,11,,15,15,1,12,4,120.71359,24.157244,2
424,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,50,臺中市,東區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,12,59,59,1,12,4,120.704146,24.130852,2
425,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,21,59,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,9,,,8,8,1,13,4,120.683508,24.148272,3
426,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,0,臺中市,西屯區,0,1,0,7,2,6,50,4,19,1,5,4,6,6,1,1,1,4,5,2,3,3,10,5,4,B01,7,6,1,4,1,4,,10,10,1,12,4,120.661043,24.171538,2
427,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,4,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,87,87,1,13,4,120.637283,24.173182,3
428,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,8,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,13,4,120.695734,24.096298,3
429,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,11,臺中市,西屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,5,5,5,2,13,2,8,5,4,C03,7,9,1,9,2,12,,59,59,1,12,4,120.642242,24.177774,2
430,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,12,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,51,51,1,12,4,120.644569,24.185072,3
431,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,15,臺中市,豐原區,0,2,0,7,1,6,50,3,2,1,5,4,6,6,4,4,5,5,4,2,17,2,9,1,1,C03,7,11,1,10,2,11,,39,39,1,13,4,120.706363,24.24944,2
432,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,27,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.653436,24.160748,3
433,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,51,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,59,59,1,12,4,120.67093,24.203763,3
434,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,22,57,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.705499,24.140225,3
435,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,23,16,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,F03,,,1,,2,,,7,7,1,12,4,120.684252,24.14228,3
436,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,23,55,臺中市,沙鹿區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,17,2,9,6,1,F02,7,9,7,21,2,11,,59,59,1,6,4,120.559497,24.239527,2
437,66000,387130000C,(04)23274275,(04)23288582,2025,08,1,23,56,臺中市,西屯區,0,1,0,7,1,6,30,3,9,1,5,4,6,6,4,4,10,5,5,2,3,3,10,1,1,C04,7,9,1,10,2,16,,58,58,1,13,4,120.646199,24.176338,2
438,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,3,臺中市,西區,0,1,0,7,1,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,17,2,9,6,1,F01,7,9,7,21,2,12,,87,87,1,12,4,120.660187,24.140158,2
439,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,7,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,13,4,120.719898,24.251685,3
440,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,14,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,1,6,3,1,10,5,5,2,16,3,10,3,1,B02,7,6,1,8,2,4,,24,24,1,6,4,120.723,24.181584,2
441,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,17,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,5,,24,24,1,12,4,120.696322,24.185335,2
442,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,24,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,8,8,1,12,4,120.637529,24.180957,3
443,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,26,臺中市,北區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.676165,24.158286,2
444,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,32,臺中市,大甲區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,20,20,1,6,4,120.640047,24.364196,3
445,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,35,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,84,84,1,12,4,120.682822,24.167659,3
446,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,0,40,臺中市,豐原區,0,1,0,7,1,6,30,11,9,1,5,4,6,6,4,4,10,5,5,2,11,3,10,5,4,B03,7,9,1,7,2,7,,84,84,1,13,4,120.709592,24.272756,2
447,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,1,1,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B01,,,1,,1,,,59,59,1,13,4,120.645711,24.164129,3
448,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,1,4,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,20,20,1,12,4,120.657733,24.158216,3
449,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,1,30,臺中市,太平區,0,1,0,6,1,6,50,11,9,1,4,2,6,6,4,4,5,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,16,,59,59,1,6,4,120.787108,24.102294,2
450,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,3,19,臺中市,北屯區,0,1,0,5,1,6,50,13,9,1,4,4,6,6,4,4,9,4,5,2,17,2,9,1,1,C03,7,9,1,10,2,11,,8,8,1,12,4,120.686837,24.179148,2
451,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,3,20,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,9,,,,,A12,,,1,,9,,,8,8,1,6,4,120.673819,24.178858,3
452,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,6,10,臺中市,南屯區,0,2,0,5,2,6,50,13,9,1,3,4,6,6,4,4,5,4,4,2,17,2,9,2,1,C03,7,6,1,10,2,11,,20,20,1,12,4,120.611719,24.137289,2
453,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,6,10,臺中市,太平區,0,1,0,5,3,6,0,13,14,1,4,4,6,6,4,4,5,5,4,1,17,2,1,1,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.719186,24.148812,2
454,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,6,48,臺中市,大雅區,0,0,0,5,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,12,4,120.658364,24.2446,3
455,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,0,臺中市,沙鹿區,0,1,0,7,2,6,1,13,9,1,5,4,6,6,4,4,9,5,5,1,17,3,10,3,1,B03,7,1,1,8,2,1,,51,51,1,6,4,120.610594,24.242837,2
456,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,22,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,8,8,1,12,4,120.690909,24.100987,3
457,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,25,臺中市,沙鹿區,0,0,0,7,,,0,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,78,78,1,6,4,120.561401,24.206823,3
458,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,36,臺中市,南屯區,0,1,0,5,2,6,50,4,2,1,4,4,6,6,2,1,5,5,4,2,17,3,10,3,1,B12,7,5,1,8,2,16,,11,11,1,13,4,120.611641,24.135731,2
459,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,37,臺中市,大雅區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,2,3,1,B03,7,9,1,8,2,2,,21,21,1,12,4,120.64434,24.234867,2
460,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,42,臺中市,霧峰區,0,1,0,6,2,6,40,13,9,1,4,4,6,6,4,4,1,4,5,1,17,3,10,5,4,B03,7,5,1,8,2,5,,84,84,1,13,4,120.664094,24.077708,2
461,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,46,臺中市,北區,0,0,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,,,,,F03,,,7,,9,,,48,48,1,13,4,120.673773,24.165153,3
462,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,50,臺中市,霧峰區,0,1,0,5,2,6,50,3,2,1,4,4,6,6,4,4,4,3,5,1,17,3,10,3,1,B03,7,6,1,8,2,2,,14,14,1,6,4,120.685591,24.054046,2
463,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,50,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,45,45,1,6,4,120.724969,24.27805,3
464,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,53,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.696612,24.139979,3
465,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,7,57,臺中市,南屯區,0,1,0,6,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,5,1,5,2,16,,14,14,1,12,4,120.625342,24.150817,2
466,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,0,臺中市,潭子區,0,1,0,6,3,6,50,3,1,1,5,4,6,6,3,1,1,4,4,1,17,2,7,2,1,C03,7,1,1,10,2,16,,24,24,1,13,4,120.692682,24.215907,2
467,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,3,臺中市,潭子區,0,1,0,7,2,6,50,13,7,1,4,4,6,6,1,1,1,4,4,1,12,3,10,3,1,B03,7,7,1,8,2,2,,8,8,1,12,4,120.69745,24.216448,2
468,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,7,臺中市,沙鹿區,0,1,0,6,2,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,4,,12,12,1,13,4,120.562494,24.239866,2
469,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,8,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,20,20,1,12,4,120.722549,24.129344,3
470,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,13,臺中市,大雅區,0,1,0,5,2,6,60,3,2,1,4,4,6,6,4,4,1,3,4,1,11,3,10,3,1,B03,7,5,1,8,2,4,,47,47,1,13,4,120.646063,24.224105,2
471,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,14,臺中市,后里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,1,2,5,1,18,2,9,1,1,C03,7,9,1,10,2,12,,59,59,1,12,4,120.724256,24.316479,2
472,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,24,臺中市,豐原區,0,1,0,7,2,6,50,3,1,1,4,4,6,6,4,4,10,5,5,2,16,3,10,5,4,B03,7,5,1,8,2,5,,84,84,1,9,4,120.712012,24.249102,2
473,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,29,臺中市,大里區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,51,51,1,12,4,120.690909,24.100987,3
474,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,33,臺中市,大雅區,0,0,0,6,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.650266,24.2095,3
475,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,33,臺中市,西屯區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,13,4,120.629731,24.162613,3
476,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,34,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,12,,,,,B03,,,3,,1,,,51,51,1,12,4,120.656655,24.193244,3
477,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,36,臺中市,西區,0,1,0,5,3,6,50,5,1,1,4,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,6,4,120.668626,24.132086,2
478,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,40,臺中市,太平區,0,1,0,5,3,6,50,4,2,1,4,4,6,6,1,1,10,5,5,2,12,3,10,3,1,B03,7,7,1,8,2,2,,40,40,1,6,4,120.708391,24.128395,2
479,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,42,臺中市,梧棲區,0,0,0,5,,,70,,,,,,,,,,,,,,13,,,,,B12,,,1,,2,,,40,40,1,12,4,120.544126,24.224037,3
480,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,43,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,84,84,1,12,4,120.692365,24.115555,3
481,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,45,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,3,2,5,2,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.635711,24.143383,3
482,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,48,臺中市,神岡區,0,0,0,5,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,34,34,1,6,4,120.696856,24.256206,3
483,66000,387130000C,(04)23274275,(04)23288582,2025,08,2,8,55,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,1,,,,,B03,,,1,,1,,,12,12,1,6,4,120.617032,24.10995,3
