﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
"1445","66000","387130000C","(04)23274275","(04)23288582","2026","1","4","22","18","臺中市","北屯區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","3","4","5","2","13","2","8","1","1","C03","7","9","1","10","2","11","13","7","7","1","13","4","120.671828","24.174117","2"
"1446","66000","387130000C","(04)23274275","(04)23288582","2026","1","4","23","7","臺中市","大肚區","0","1","0","7","1","6","50","11","9","1","5","4","6","6","4","4","5","5","5","2","28","2","8","2","1","C01","7","9","1","9","2","11","","87","87","1","12","4","120.561573","24.161077","2"
"1447","66000","387130000C","(04)23274275","(04)23288582","2026","1","4","23","27","臺中市","豐原區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","8","8","1","13","4","120.716921","24.251181","3"
"1448","66000","387130000C","(04)23274275","(04)23288582","2026","1","4","23","51","臺中市","北區","0","1","0","7","1","6","30","3","1","1","5","4","6","1","4","4","10","5","5","2","16","3","10","3","1","B03","7","6","1","8","2","4","","14","14","1","12","4","120.69881","24.160303","2"
"1449","66000","387130000C","(04)23274275","(04)23288582","2026","1","4","23","56","臺中市","太平區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","21","21","1","12","4","120.726423","24.107603","3"
"1450","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","1","7","臺中市","后里區","0","0","0","7","1","6","60","4","1","1","5","4","6","6","1","1","1","4","5","1","21","3","10","3","1","B03","7","9","3","19","2","4","","59","59","2","12","4","120.72535","24.320636","3"
"1451","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","1","25","臺中市","太平區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","21","21","1","12","4","120.717699","24.158471","3"
"1452","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","1","26","臺中市","西區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","21","21","1","12","4","120.67725","24.145704","3"
"1453","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","1","36","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","49","49","1","13","4","120.666153","24.159165","3"
"1454","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","2","28","臺中市","西區","0","1","0","6","1","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","17","2","9","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.679108","24.138336","2"
"1455","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","4","10","臺中市","神岡區","0","1","0","7","3","6","50","5","1","1","5","4","6","6","1","1","5","4","4","2","16","3","10","3","1","B03","7","6","1","8","2","2","","11","11","1","12","4","120.655441","24.258739","2"
"1456","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","5","18","臺中市","太平區","0","1","0","6","1","6","40","3","2","1","5","4","6","6","4","4","10","5","5","2","17","3","10","3","1","B03","7","1","1","8","2","8","","51","51","1","12","4","120.713405","24.159913","2"
"1457","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","5","29","臺中市","南屯區","0","0","0","7","1","6","50","13","9","1","5","4","6","6","3","1","5","5","5","2","12","","","","","B03","","","1","","2","","","59","59","1","12","4","120.612911","24.143001","3"
"1458","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","6","11","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","25","","","","","A11","","","1","","2","","","84","84","1","12","4","120.687012","24.166768","3"
"1459","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","6","29","臺中市","清水區","0","1","0","7","3","6","60","3","1","1","5","4","6","6","4","4","8","3","4","1","17","3","10","3","1","B03","7","5","1","8","2","6","","84","84","1","12","4","120.54815","24.278631","2"
"1460","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","6","32","臺中市","大雅區","0","1","0","7","3","6","50","3","2","1","5","4","6","6","4","4","5","5","5","2","17","2","9","6","1","F01","7","7","7","21","2","13","","34","34","1","12","4","120.656324","24.223772","2"
"1461","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","6","41","臺中市","大甲區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","9","2","1","C03","7","9","1","10","2","12","","15","15","1","6","4","120.625043","24.344964","2"
"1462","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","6","48","臺中市","太平區","0","0","0","7","","","40","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","42","42","1","12","4","120.702293","24.14814","3"
"1463","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","6","57","臺中市","西屯區","0","2","0","7","2","6","50","13","8","1","5","4","6","6","1","1","1","4","1","2","13","2","9","2","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.63463","24.179833","2"
"1464","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","0","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B03","","","1","","1","","","49","49","1","12","4","120.700854","24.245528","3"
"1465","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","5","臺中市","西屯區","0","0","0","7","","","40","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","8","8","1","12","4","120.613094","24.17159","3"
"1466","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","9","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","40","40","1","12","4","120.656478","24.200632","3"
"1467","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","11","臺中市","潭子區","0","1","0","7","3","6","60","4","1","1","5","4","6","6","1","1","1","4","5","1","17","3","10","3","1","G03","7","8","3","19","2","17","","84","84","1","13","4","120.70522","24.2154","2"
"1468","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","15","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","58","58","1","12","4","120.605765","24.192966","3"
"1469","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","17","臺中市","北區","0","2","0","7","2","6","50","13","9","1","5","4","6","6","4","4","1","4","5","2","13","2","8","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.69198","24.160834","2"
"1470","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","17","臺中市","大里區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","C03","","","1","10","2","","","84","84","1","13","4","120.69943","24.081789","3"
"1471","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","20","臺中市","烏日區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","40","40","1","6","4","120.58971","24.113604","3"
"1472","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","22","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","13","4","120.646585","24.131335","3"
"1473","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","25","臺中市","南屯區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","4","4","1","4","5","2","13","3","10","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.620363","24.145378","2"
"1474","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","25","臺中市","西屯區","0","0","0","7","","","40","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.634973","24.161171","3"
"1475","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","26","臺中市","后里區","0","2","0","7","3","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","16","2","8","1","1","C03","7","6","1","10","2","14","","20","20","1","6","4","120.70899","24.3056","2"
"1476","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","27","臺中市","梧棲區","0","0","0","7","","","30","","","","","","","","","","","","","","13","","","","","C03","","","1","","2","","","7","7","1","6","4","120.535205","24.235827","3"
"1477","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","28","臺中市","沙鹿區","0","0","0","7","","","40","","","","","","","","","","","","","","","","","","","B02","","","1","","1","","","59","59","1","13","4","120.5735","24.230567","3"
"1478","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","29","臺中市","大雅區","0","1","0","7","1","6","30","13","9","1","5","4","6","3","4","4","10","5","5","1","11","3","10","3","1","B12","7","9","1","8","2","8","4","84","84","1","12","4","120.656557","24.215733","2"
"1479","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","30","臺中市","南屯區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","4","4","1","4","5","2","13","3","10","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.620281","24.145385","2"
"1480","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","32","臺中市","沙鹿區","0","2","0","7","2","6","30","3","1","1","5","4","6","6","4","4","10","5","5","2","17","2","9","1","1","C03","7","5","1","10","2","12","","7","7","1","13","4","120.5996","24.222231","2"
"1481","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","32","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","83","83","1","12","4","120.715778","24.239333","3"
"1482","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","32","臺中市","豐原區","0","1","0","7","2","6","50","5","1","1","5","4","5","6","1","1","5","2","5","1","12","2","9","5","4","F03","7","6","7","21","2","14","","48","48","1","13","4","120.720021","24.240481","2"
"1483","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","35","臺中市","南區","0","2","0","7","2","6","40","4","1","1","5","4","6","6","4","4","10","5","5","2","17","2","9","2","1","C03","7","9","1","10","2","11","12","7","7","1","12","4","120.664722","24.113876","2"
"1484","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","35","臺中市","龍井區","0","0","0","7","","","40","","","","","","","","","","","","","","12","","","","","C03","","","3","","1","","","7","","1","6","4","120.588585","24.184632","3"
"1485","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","36","臺中市","太平區","0","1","0","7","2","6","50","5","4","1","5","4","6","6","1","1","5","5","5","1","13","3","10","2","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.723175","24.118453","2"
"1486","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","36","臺中市","龍井區","0","1","0","7","2","6","40","4","1","1","5","4","6","6","2","1","10","5","5","2","16","3","10","3","1","B03","7","5","1","8","2","15","","8","8","1","6","4","120.592862","24.182846","2"
"1487","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","37","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","C03","","","1","","2","","","85","85","1","12","4","120.61669","24.19053","3"
"1488","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","38","臺中市","太平區","0","3","0","7","3","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","18","2","9","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.709012","24.128024","2"
"1489","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","39","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","1","","","84","84","1","12","4","120.686304","24.145981","3"
"1490","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","40","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","6","4","120.705897","24.129715","3"
"1491","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","40","臺中市","南屯區","0","0","0","7","","","5","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","84","84","1","13","4","120.616935","24.153693","3"
"1492","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","40","臺中市","南屯區","0","2","0","7","3","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","3","1","B03","7","6","1","8","2","4","","12","12","1","13","4","120.635629","24.146503","2"
"1493","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","40","臺中市","西屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","5","4","B03","7","6","1","8","2","2","","11","11","1","12","4","120.647153","24.16873","2"
"1494","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","41","臺中市","潭子區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","7","1","13","4","120.705984","24.200497","3"
"1495","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","41","臺中市","豐原區","0","0","0","7","","","30","","","","","","","","","","","","","","11","","","","","B12","","","1","","2","","","84","84","1","13","4","120.727821","24.232745","3"
"1496","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","43","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","12","4","120.686699","24.199737","3"
"1497","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","43","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B03","","","1","","1","","","50","50","1","13","4","120.686646","24.199588","3"
"1498","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","44","臺中市","大里區","0","1","0","7","2","6","30","13","9","1","5","4","6","6","4","4","10","5","5","2","17","3","10","2","1","C03","7","1","1","10","2","13","","51","51","1","6","4","120.691992","24.087041","2"
"1499","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","45","臺中市","大雅區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","C03","","","1","","1","","","49","49","1","13","4","120.670437","24.22652","3"
"1500","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","45","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","C03","","","1","","2","","","84","84","1","12","4","120.723189","24.149132","3"
"1501","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","45","臺中市","梧棲區","0","0","0","7","","","30","","","","","","","","","","","","","","15","","","","","B03","","","1","","2","","","15","15","1","6","4","120.548462","24.260583","3"
"1502","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","45","臺中市","神岡區","0","0","0","7","2","6","50","13","21","4","5","4","6","6","4","4","1","4","5","2","30","3","10","5","4","B12","7","1","1","8","11","16","","59","59","2","12","4","120.698997","24.249045","3"
"1503","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","46","臺中市","南區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","49","49","1","12","4","120.669435","24.117163","3"
"1504","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","47","臺中市","南屯區","0","1","0","7","3","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","17","3","10","3","1","B03","7","11","1","8","2","2","","45","45","1","13","4","120.59978","24.150724","2"
"1505","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","49","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B03","","","1","","1","","","58","58","1","12","4","120.683718","24.168934","3"
"1506","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","49","臺中市","梧棲區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","4","4","9","5","5","1","19","2","9","3","1","B03","7","9","1","8","1","1","","59","59","1","6","4","120.515406","24.229243","2"
"1507","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","50","臺中市","西區","0","1","0","7","1","6","50","4","2","1","5","4","6","6","4","4","5","4","5","2","9","3","10","3","1","A04","7","9","1","2","2","16","","84","84","1","13","4","120.678985","24.138807","2"
"1508","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","50","臺中市","西屯區","0","1","0","7","2","6","40","13","7","1","5","4","6","6","4","4","5","4","4","2","14","2","8","1","1","C03","7","2","1","10","2","13","","49","49","1","12","4","120.652155","24.169759","2"
"1509","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","52","臺中市","霧峰區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","1","10","2","","","84","84","1","13","4","120.679178","24.071914","3"
"1510","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","52","臺中市","太平區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","4","4","1","4","5","2","17","2","9","1","1","C03","7","15","1","10","2","11","","58","58","1","12","4","120.71187","24.143959","2"
"1511","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","52","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","C03","","","1","","1","","","51","51","1","12","4","120.712998","24.262385","3"
"1512","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","53","臺中市","西屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","2","7","2","4","C03","7","5","1","10","2","12","","11","11","1","12","4","120.624683","24.181877","2"
"1513","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","54","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","16","","","","","C03","","","1","","1","","","14","14","1","12","4","120.666013","24.17753","3"
"1514","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","55","臺中市","大雅區","0","0","0","7","1","6","50","13","1","1","5","4","6","6","4","4","5","5","4","1","16","3","10","3","1","B03","7","6","1","8","1","1","","14","14","1","12","4","120.649873","24.222164","3"
"1515","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","57","臺中市","霧峰區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","C03","","","1","","2","","","22","22","1","12","4","120.71844","24.078622","3"
"1516","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","57","臺中市","太平區","0","1","0","7","2","6","50","4","4","1","5","4","6","6","1","1","5","5","5","1","13","2","8","2","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.733781","24.158244","2"
"1517","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","57","臺中市","清水區","0","2","0","7","3","6","40","13","8","1","5","4","6","6","4","4","1","4","4","1","12","2","9","2","1","C03","7","8","1","10","2","13","","40","40","1","12","4","120.583522","24.283983","2"
"1518","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","7","58","臺中市","北屯區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","8","3","5","2","16","2","9","2","1","C03","7","6","1","10","2","12","","14","14","1","13","4","120.676201","24.173897","2"
"1519","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","0","臺中市","北屯區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","17","3","10","1","1","C03","7","5","1","10","2","13","","20","20","1","6","4","120.670387","24.173774","2"
"1520","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","1","臺中市","大里區","0","1","0","7","2","6","50","13","14","1","5","4","6","6","1","1","5","4","5","1","17","3","10","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.674673","24.102294","2"
"1521","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","3","臺中市","東區","0","2","0","7","1","6","50","13","7","1","5","4","6","5","4","4","5","5","4","2","17","2","9","5","4","C03","7","15","1","10","2","14","","42","42","1","13","4","120.699844","24.143035","2"
"1522","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","3","臺中市","太平區","0","2","0","7","2","6","30","5","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","3","1","B03","7","5","1","4","2","8","","14","14","1","12","4","120.722227","24.151862","2"
"1523","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","5","臺中市","北區","0","3","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","2","9","1","1","C03","7","6","1","10","2","13","","36","36","1","12","4","120.694308","24.153672","2"
"1524","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","5","臺中市","南區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","4","4","5","5","5","2","15","2","9","2","1","C03","7","9","1","10","2","12","","15","15","1","13","4","120.675046","24.129636","2"
"1525","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","7","臺中市","中區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","A04","","","1","","1","","","51","51","1","12","4","120.685744","24.14102","3"
"1526","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","7","臺中市","北區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","2","17","3","10","3","1","B03","7","14","1","8","2","4","","77","77","1","13","4","120.681622","24.154408","2"
"1527","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","9","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","40","40","1","12","4","120.700996","24.182365","3"
"1528","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","11","臺中市","潭子區","0","2","0","7","2","6","50","4","1","1","5","4","1","5","1","1","1","4","5","1","17","2","9","2","1","C03","7","5","1","10","2","11","","59","59","1","13","4","120.711642","24.209582","2"
"1529","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","11","臺中市","潭子區","0","0","0","7","","","40","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","85","85","1","13","4","120.705385","24.209873","3"
"1530","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","11","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","40","40","1","12","4","120.690494","24.192772","4"
"1531","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","14","臺中市","南屯區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","2","18","2","9","1","1","C03","7","1","1","10","2","16","","84","84","1","13","4","120.652896","24.134035","2"
"1532","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","14","臺中市","龍井區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","1","2","9","5","5","2","12","3","10","3","1","B03","7","9","1","8","2","5","","8","8","1","6","4","120.571162","24.177783","2"
"1533","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","17","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","A04","","","1","","1","","","84","84","1","6","4","120.696831","24.144692","3"
"1534","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","17","臺中市","北屯區","0","2","0","7","2","6","50","3","1","1","5","4","6","6","1","1","5","5","5","2","13","2","8","1","1","C03","7","6","1","10","2","11","","84","84","1","13","4","120.733012","24.162269","2"
"1535","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","19","臺中市","南區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","7","7","1","12","4","120.669739","24.114541","3"
"1536","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","19","臺中市","北屯區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","2","1","10","5","5","2","16","3","10","3","1","B03","7","6","1","8","2","5","","11","11","1","12","4","120.676553","24.175597","2"
"1537","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","21","臺中市","龍井區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","1","19","2","9","1","1","C03","7","9","1","10","2","16","","2","2","1","6","4","120.577426","24.194228","2"
"1538","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","21","臺中市","沙鹿區","0","1","0","7","2","6","40","3","1","1","5","4","6","6","1","1","10","5","5","2","16","2","8","1","1","C03","7","6","1","10","2","14","","48","48","1","6","4","120.553191","24.217353","2"
"1539","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","22","臺中市","北屯區","0","2","0","7","2","6","50","3","1","1","5","4","6","6","1","1","10","5","5","2","12","2","9","1","1","C03","7","9","1","10","2","15","","8","8","1","6","4","120.727801","24.159716","2"
"1540","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","23","臺中市","北屯區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","8","3","5","2","16","3","10","3","1","B12","7","11","1","8","2","7","3","20","20","1","13","4","120.705757","24.193557","2"
"1541","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","24","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.637199","24.170481","3"
"1542","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","25","臺中市","梧棲區","0","0","0","7","","","30","","","","","","","","","","","","","","16","","","","","C03","","","1","","1","","","14","14","1","6","4","120.558083","24.242136","3"
"1543","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","26","臺中市","北屯區","0","1","0","7","2","6","60","3","2","1","5","4","6","6","2","1","1","4","5","2","17","","","","","","","21","","","","","","86","86","2","","","120.711955","24.164564","2"
"1544","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","28","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","59","59","1","13","4","120.621157","24.145023","3"
"1545","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","28","臺中市","南屯區","0","1","0","7","3","6","50","13","8","1","5","4","6","6","4","4","1","4","5","2","12","2","9","1","1","C03","7","8","1","10","2","14","","65","65","1","12","4","120.622349","24.149124","2"
"1546","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","31","臺中市","太平區","0","1","0","7","3","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","3","1","B03","7","6","1","8","2","2","","34","34","1","12","4","120.723957","24.111196","2"
"1547","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","32","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","6","","1","","","85","85","1","13","4","120.683615","24.15022","4"
"1548","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","32","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","12","4","120.649575","24.163046","4"
"1549","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","40","臺中市","中區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","84","84","1","6","4","120.682738","24.136179","3"
"1550","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","41","臺中市","沙鹿區","0","1","0","7","1","6","30","7","8","1","5","4","6","6","4","4","10","5","5","1","2","3","10","2","1","C03","7","9","1","10","2","11","","59","59","1","6","4","120.558686","24.242089","2"
"1551","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","42","臺中市","沙鹿區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","7","7","1","13","4","120.557148","24.208189","3"
"1552","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","46","臺中市","中區","0","2","0","7","2","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","16","3","10","5","4","B03","7","1","1","8","2","4","","51","51","1","13","4","120.683546","24.142962","2"
"1553","66000","387130000C","(04)23274275","(04)23288582","2026","1","5","8","46","臺中市","北屯區","0","1","0","7","2","6","50","13","7","1","5","4","6","6","4","4","1","4","4","2","13","2","8","1","1","C03","7","9","1","10","2","12","","7","7","1","13","4","120.665671","24.182997","2"
